case:concept:name,concept:name
Case10015,wcompleterenaanvraag
Case10015,wcompleterenaanvraag
Case10015,aaccepted
Case10015,oselected
Case10015,afinalized
Case10015,ocreated
Case10015,osent
Case10015,wcompleterenaanvraag
Case10015,wnabellenoffertes
Case10015,oselected
Case10015,ocancelled
Case10015,ocreated
Case10015,osent
Case10015,wnabellenoffertes
Case10015,acancelled
Case10015,ocancelled
Case10015,wnabellenoffertes
Case10015,END
Case10016,START
Case10016,asubmitted
Case10016,apartlysubmitted
Case10016,wafhandelenleads
Case10016,apreaccepted
Case10016,wafhandelenleads
Case10016,wcompleterenaanvraag
Case10016,wcompleterenaanvraag
Case10016,adeclined
Case10016,wcompleterenaanvraag
Case10016,END
Case10017,START
Case10017,asubmitted
Case10017,apartlysubmitted
Case10017,adeclined
Case10017,wafhandelenleads
Case10017,END
Case10018,START
Case10018,asubmitted
Case10018,apartlysubmitted
Case10018,apreaccepted
Case10018,wcompleterenaanvraag
Case10018,aaccepted
Case10018,afinalized
Case10018,oselected
Case10018,ocreated
Case10018,osent
Case10018,wcompleterenaanvraag
Case10018,ocancelled
Case10018,oselected
Case10018,ocreated
Case10018,osent
Case10018,wnabellenoffertes
Case10018,wnabellenoffertes
Case10018,acancelled
Case10018,ocancelled
Case10018,wnabellenoffertes
Case10018,END
Case10019,START
Case10019,asubmitted
Case10019,apartlysubmitted
Case10019,apreaccepted
Case10019,wcompleterenaanvraag
Case10019,aaccepted
Case10019,afinalized
Case10019,oselected
Case10019,ocreated
Case10019,osent
Case10019,wcompleterenaanvraag
Case10019,wnabellenoffertes
Case10019,wnabellenoffertes
Case10019,osentback
Case10019,wnabellenoffertes
Case10019,wvaliderenaanvraag
Case10019,wvaliderenaanvraag
Case10019,wnabellenincompletedossiers
Case10019,ocancelled
Case10019,acancelled
Case10019,wnabellenincompletedossiers
Case10019,END
Case1002,START
Case1002,asubmitted
Case1002,apartlysubmitted
Case1002,apreaccepted
Case1002,wcompleterenaanvraag
Case1002,aaccepted
Case1002,oselected
Case1002,afinalized
Case1002,ocreated
Case1002,osent
Case1002,wcompleterenaanvraag
Case1002,wnabellenoffertes
Case1002,osentback
Case1002,wnabellenoffertes
Case1002,oaccepted
Case1002,aregistered
Case1002,aapproved
Case1002,aactivated
Case1002,wvaliderenaanvraag
Case1002,END
Case10020,START
Case10020,asubmitted
Case10020,apartlysubmitted
Case10020,adeclined
Case10020,wafhandelenleads
Case10020,END
Case10021,START
Case10021,asubmitted
Case10021,apartlysubmitted
Case10021,apreaccepted
Case10021,wcompleterenaanvraag
Case10021,wcompleterenaanvraag
Case10021,aaccepted
Case10021,oselected
Case10021,afinalized
Case10021,ocreated
Case10021,osent
Case10021,wcompleterenaanvraag
Case10021,wnabellenoffertes
Case10021,ocancelled
Case10021,oselected
Case10021,ocreated
Case10021,osent
Case10021,wnabellenoffertes
Case10021,wnabellenoffertes
Case10021,oselected
Case10021,ocancelled
Case10021,ocreated
Case10021,osent
Case10021,wnabellenoffertes
Case10021,osentback
Case10021,wnabellenoffertes
Case10021,wvaliderenaanvraag
Case10021,adeclined
Case10021,odeclined
Case10021,wvaliderenaanvraag
Case10021,END
Case10022,START
Case10022,asubmitted
Case10022,apartlysubmitted
Case10022,adeclined
Case10022,END
Case10023,START
Case10023,asubmitted
Case10023,apartlysubmitted
Case10023,adeclined
Case10023,END
Case10024,START
Case10024,asubmitted
Case10024,apartlysubmitted
Case10024,apreaccepted
Case10024,aaccepted
Case10024,oselected
Case10024,afinalized
Case10024,ocreated
Case10024,osent
Case10024,wcompleterenaanvraag
Case10024,wnabellenoffertes
Case10024,wnabellenoffertes
Case10024,osentback
Case10024,wnabellenoffertes
Case10024,wvaliderenaanvraag
Case10024,wnabellenincompletedossiers
Case10024,wnabellenincompletedossiers
Case10024,wvaliderenaanvraag
Case10024,wnabellenincompletedossiers
Case10024,wvaliderenaanvraag
Case10024,wnabellenincompletedossiers
Case10024,wnabellenincompletedossiers
Case10024,aapproved
Case10024,aregistered
Case10024,oaccepted
Case10024,aactivated
Case10024,wvaliderenaanvraag
Case10024,END
Case10025,START
Case10025,asubmitted
Case10025,apartlysubmitted
Case10025,adeclined
Case10025,wafhandelenleads
Case10025,END
Case10026,START
Case10026,asubmitted
Case10026,apartlysubmitted
Case10026,adeclined
Case10026,END
Case10027,START
Case10027,asubmitted
Case10027,apartlysubmitted
Case10027,apreaccepted
Case10027,wafhandelenleads
Case10027,wcompleterenaanvraag
Case10027,wcompleterenaanvraag
Case10027,adeclined
Case10027,wcompleterenaanvraag
Case10027,END
Case10028,START
Case10028,asubmitted
Case10028,apartlysubmitted
Case10028,apreaccepted
Case10028,aaccepted
Case10028,oselected
Case10028,afinalized
Case10028,ocreated
Case10028,osent
Case10028,wcompleterenaanvraag
Case10028,wnabellenoffertes
Case10028,osentback
Case10028,wnabellenoffertes
Case10028,wvaliderenaanvraag
Case10028,wvaliderenaanvraag
Case10028,wnabellenincompletedossiers
Case10028,acancelled
Case10028,ocancelled
Case10028,wnabellenincompletedossiers
Case10028,END
Case10029,START
Case10029,asubmitted
Case10029,apartlysubmitted
Case10029,apreaccepted
Case10029,wcompleterenaanvraag
Case10029,wcompleterenaanvraag
Case10029,acancelled
Case10029,END
Case1003,START
Case1003,asubmitted
Case1003,apartlysubmitted
Case1003,apreaccepted
Case1003,aaccepted
Case1003,oselected
Case1003,afinalized
Case1003,ocreated
Case1003,osent
Case1003,wcompleterenaanvraag
Case1003,wnabellenoffertes
Case1003,wnabellenoffertes
Case1003,acancelled
Case1003,ocancelled
Case1003,wnabellenoffertes
Case1003,END
Case10030,START
Case10030,asubmitted
Case10030,apartlysubmitted
Case10030,adeclined
Case10030,END
Case10031,START
Case10031,asubmitted
Case10031,apartlysubmitted
Case10031,adeclined
Case10031,END
Case10032,START
Case10032,asubmitted
Case10032,apartlysubmitted
Case10032,adeclined
Case10032,wafhandelenleads
Case10032,END
Case10033,START
Case10033,asubmitted
Case10033,apartlysubmitted
Case10033,adeclined
Case10033,END
Case10034,START
Case10034,asubmitted
Case10034,apartlysubmitted
Case10034,apreaccepted
Case10034,adeclined
Case10034,wcompleterenaanvraag
Case10034,END
Case10035,START
Case10035,asubmitted
Case10035,apartlysubmitted
Case10035,adeclined
Case10035,END
Case10036,START
Case10036,asubmitted
Case10036,apartlysubmitted
Case10036,adeclined
Case10036,END
Case10037,START
Case10037,asubmitted
Case10037,apartlysubmitted
Case10037,apreaccepted
Case10037,wafhandelenleads
Case10037,aaccepted
Case10037,afinalized
Case10037,oselected
Case10037,ocreated
Case10037,osent
Case10037,wcompleterenaanvraag
Case10037,wnabellenoffertes
Case10037,osentback
Case10037,wnabellenoffertes
Case10037,wvaliderenaanvraag
Case10037,wvaliderenaanvraag
Case10037,wnabellenincompletedossiers
Case10037,wnabellenincompletedossiers
Case10037,oaccepted
Case10037,aapproved
Case10037,aactivated
Case10037,aregistered
Case10037,wvaliderenaanvraag
Case10037,END
Case10038,START
Case10038,asubmitted
Case10038,apartlysubmitted
Case10038,apreaccepted
Case10038,adeclined
Case10038,wcompleterenaanvraag
Case10038,END
Case10039,START
Case10039,asubmitted
Case10039,apartlysubmitted
Case10039,apreaccepted
Case10039,wafhandelenleads
Case10039,wcompleterenaanvraag
Case10039,aaccepted
Case10039,oselected
Case10039,afinalized
Case10039,ocreated
Case10039,osent
Case10039,wcompleterenaanvraag
Case10039,ocancelled
Case10039,oselected
Case10039,ocreated
Case10039,osent
Case10039,wnabellenoffertes
Case10039,wnabellenoffertes
Case10039,osentback
Case10039,wnabellenoffertes
Case10039,adeclined
Case10039,odeclined
Case10039,wvaliderenaanvraag
Case10039,END
Case1004,START
Case1004,asubmitted
Case1004,apartlysubmitted
Case1004,wafhandelenleads
Case1004,apreaccepted
Case1004,wafhandelenleads
Case1004,wcompleterenaanvraag
Case1004,aaccepted
Case1004,afinalized
Case1004,oselected
Case1004,ocreated
Case1004,osent
Case1004,wcompleterenaanvraag
Case1004,osentback
Case1004,wnabellenoffertes
Case1004,wvaliderenaanvraag
Case1004,odeclined
Case1004,adeclined
Case1004,wvaliderenaanvraag
Case1004,END
Case10040,START
Case10040,asubmitted
Case10040,apartlysubmitted
Case10040,adeclined
Case10040,END
Case10041,START
Case10041,asubmitted
Case10041,apartlysubmitted
Case10041,adeclined
Case10041,wafhandelenleads
Case10041,END
Case10042,START
Case10042,asubmitted
Case10042,apartlysubmitted
Case10042,adeclined
Case10042,END
Case10043,START
Case10043,asubmitted
Case10043,apartlysubmitted
Case10043,apreaccepted
Case10043,wcompleterenaanvraag
Case10043,wcompleterenaanvraag
Case10043,aaccepted
Case10043,afinalized
Case10043,oselected
Case10043,ocreated
Case10043,osent
Case10043,wcompleterenaanvraag
Case10043,wnabellenoffertes
Case10043,wnabellenoffertes
Case10043,osentback
Case10043,wnabellenoffertes
Case10043,wvaliderenaanvraag
Case10043,wnabellenincompletedossiers
Case10043,wnabellenincompletedossiers
Case10043,adeclined
Case10043,odeclined
Case10043,wvaliderenaanvraag
Case10043,END
Case10044,START
Case10044,asubmitted
Case10044,apartlysubmitted
Case10044,adeclined
Case10044,END
Case10045,START
Case10045,asubmitted
Case10045,apartlysubmitted
Case10045,apreaccepted
Case10045,aaccepted
Case10045,oselected
Case10045,afinalized
Case10045,ocreated
Case10045,osent
Case10045,wcompleterenaanvraag
Case10045,osentback
Case10045,wnabellenoffertes
Case10045,aapproved
Case10045,aactivated
Case10045,oaccepted
Case10045,aregistered
Case10045,wvaliderenaanvraag
Case10045,END
Case10046,START
Case10046,asubmitted
Case10046,apartlysubmitted
Case10046,wafhandelenleads
Case10046,apreaccepted
Case10046,wafhandelenleads
Case10046,wcompleterenaanvraag
Case10046,adeclined
Case10046,wcompleterenaanvraag
Case10046,END
Case10047,START
Case10047,asubmitted
Case10047,apartlysubmitted
Case10047,apreaccepted
Case10047,aaccepted
Case10047,oselected
Case10047,afinalized
Case10047,ocreated
Case10047,osent
Case10047,wcompleterenaanvraag
Case10047,wnabellenoffertes
Case10047,osentback
Case10047,wnabellenoffertes
Case10047,wvaliderenaanvraag
Case10047,wnabellenincompletedossiers
Case10047,wnabellenincompletedossiers
Case10047,odeclined
Case10047,adeclined
Case10047,wvaliderenaanvraag
Case10047,END
Case10048,START
Case10048,asubmitted
Case10048,apartlysubmitted
Case10048,apreaccepted
Case10048,adeclined
Case10048,wcompleterenaanvraag
Case10048,END
Case10049,START
Case10049,asubmitted
Case10049,apartlysubmitted
Case10049,apreaccepted
Case10049,aaccepted
Case10049,oselected
Case10049,afinalized
Case10049,ocreated
Case10049,osent
Case10049,wcompleterenaanvraag
Case10049,wnabellenoffertes
Case10049,wnabellenoffertes
Case10049,osentback
Case10049,wnabellenoffertes
Case10049,wvaliderenaanvraag
Case10049,odeclined
Case10049,adeclined
Case10049,wvaliderenaanvraag
Case10049,END
Case1005,START
Case1005,asubmitted
Case1005,apartlysubmitted
Case1005,apreaccepted
Case1005,aaccepted
Case1005,afinalized
Case1005,oselected
Case1005,ocreated
Case1005,osent
Case1005,wcompleterenaanvraag
Case1005,wnabellenoffertes
Case1005,wnabellenoffertes
Case1005,acancelled
Case1005,wnabellenoffertes
Case1005,ocancelled
Case1005,END
Case10050,START
Case10050,asubmitted
Case10050,apartlysubmitted
Case10050,apreaccepted
Case10050,wafhandelenleads
Case10050,wcompleterenaanvraag
Case10050,aaccepted
Case10050,oselected
Case10050,afinalized
Case10050,ocreated
Case10050,osent
Case10050,wcompleterenaanvraag
Case10050,wnabellenoffertes
Case10050,osentback
Case10050,wnabellenoffertes
Case10050,wvaliderenaanvraag
Case10050,wnabellenincompletedossiers
Case10050,wnabellenincompletedossiers
Case10050,wvaliderenaanvraag
Case10050,oaccepted
Case10050,aregistered
Case10050,aapproved
Case10050,aactivated
Case10050,wvaliderenaanvraag
Case10050,END
Case10051,START
Case10051,asubmitted
Case10051,apartlysubmitted
Case10051,apreaccepted
Case10051,aaccepted
Case10051,oselected
Case10051,afinalized
Case10051,ocreated
Case10051,osent
Case10051,wcompleterenaanvraag
Case10051,wnabellenoffertes
Case10051,wnabellenoffertes
Case10051,osentback
Case10051,wnabellenoffertes
Case10051,aapproved
Case10051,oaccepted
Case10051,aactivated
Case10051,aregistered
Case10051,wvaliderenaanvraag
Case10051,END
Case10052,START
Case10052,asubmitted
Case10052,apartlysubmitted
Case10052,adeclined
Case10052,END
Case10053,START
Case10053,asubmitted
Case10053,apartlysubmitted
Case10053,apreaccepted
Case10053,wcompleterenaanvraag
Case10053,wcompleterenaanvraag
Case10053,adeclined
Case10053,wcompleterenaanvraag
Case10053,END
Case10054,START
Case10054,asubmitted
Case10054,apartlysubmitted
Case10054,adeclined
Case10054,wafhandelenleads
Case10054,END
Case10055,START
Case10055,asubmitted
Case10055,apartlysubmitted
Case10055,adeclined
Case10055,wafhandelenleads
Case10055,END
Case10056,START
Case10056,asubmitted
Case10056,apartlysubmitted
Case10056,adeclined
Case10056,wafhandelenleads
Case10056,END
Case10057,START
Case10057,asubmitted
Case10057,apartlysubmitted
Case10057,adeclined
Case10057,END
Case10058,START
Case10058,asubmitted
Case10058,apartlysubmitted
Case10058,apreaccepted
Case10058,aaccepted
Case10058,afinalized
Case10058,oselected
Case10058,ocreated
Case10058,osent
Case10058,wcompleterenaanvraag
Case10058,wnabellenoffertes
Case10058,wnabellenoffertes
Case10058,ocancelled
Case10058,acancelled
Case10058,wnabellenoffertes
Case10058,END
Case10059,START
Case10059,asubmitted
Case10059,apartlysubmitted
Case10059,apreaccepted
Case10059,aaccepted
Case10059,oselected
Case10059,afinalized
Case10059,ocreated
Case10059,osent
Case10059,wcompleterenaanvraag
Case10059,ocancelled
Case10059,oselected
Case10059,ocreated
Case10059,osent
Case10059,wnabellenoffertes
Case10059,wnabellenoffertes
Case10059,ocancelled
Case10059,oselected
Case10059,ocreated
Case10059,osent
Case10059,wnabellenoffertes
Case10059,wnabellenoffertes
Case10059,acancelled
Case10059,ocancelled
Case10059,wnabellenoffertes
Case10059,END
Case1006,START
Case1006,asubmitted
Case1006,apartlysubmitted
Case1006,apreaccepted
Case1006,wcompleterenaanvraag
Case1006,wcompleterenaanvraag
Case1006,aaccepted
Case1006,oselected
Case1006,afinalized
Case1006,ocreated
Case1006,osent
Case1006,wcompleterenaanvraag
Case1006,wnabellenoffertes
Case1006,wnabellenoffertes
Case1006,acancelled
Case1006,ocancelled
Case1006,wnabellenoffertes
Case1006,END
Case10060,START
Case10060,asubmitted
Case10060,apartlysubmitted
Case10060,adeclined
Case10060,END
Case10061,START
Case10061,asubmitted
Case10061,apartlysubmitted
Case10061,apreaccepted
Case10061,aaccepted
Case10061,oselected
Case10061,afinalized
Case10061,ocreated
Case10061,osent
Case10061,wcompleterenaanvraag
Case10061,wnabellenoffertes
Case10061,wnabellenoffertes
Case10061,ocancelled
Case10061,acancelled
Case10061,wnabellenoffertes
Case10061,END
Case10062,START
Case10062,asubmitted
Case10062,apartlysubmitted
Case10062,adeclined
Case10062,END
Case10063,START
Case10063,asubmitted
Case10063,apartlysubmitted
Case10063,apreaccepted
Case10063,aaccepted
Case10063,afinalized
Case10063,oselected
Case10063,ocreated
Case10063,osent
Case10063,wcompleterenaanvraag
Case10063,wnabellenoffertes
Case10063,wnabellenoffertes
Case10063,osentback
Case10063,wnabellenoffertes
Case10063,wvaliderenaanvraag
Case10063,wnabellenincompletedossiers
Case10063,wnabellenincompletedossiers
Case10063,wvaliderenaanvraag
Case10063,oaccepted
Case10063,aregistered
Case10063,aactivated
Case10063,aapproved
Case10063,wvaliderenaanvraag
Case10063,END
Case10064,START
Case10064,asubmitted
Case10064,apartlysubmitted
Case10064,apreaccepted
Case10064,acancelled
Case10064,wcompleterenaanvraag
Case10064,END
Case10065,START
Case10065,asubmitted
Case10065,apartlysubmitted
Case10065,apreaccepted
Case10065,wafhandelenleads
Case10065,adeclined
Case10065,wcompleterenaanvraag
Case10065,END
Case10066,START
Case10066,asubmitted
Case10066,apartlysubmitted
Case10066,apreaccepted
Case10066,acancelled
Case10066,wcompleterenaanvraag
Case10066,END
Case10067,START
Case10067,asubmitted
Case10067,apartlysubmitted
Case10067,apreaccepted
Case10067,wafhandelenleads
Case10067,adeclined
Case10067,wcompleterenaanvraag
Case10067,END
Case10068,START
Case10068,asubmitted
Case10068,apartlysubmitted
Case10068,adeclined
Case10068,END
Case10069,START
Case10069,asubmitted
Case10069,apartlysubmitted
Case10069,apreaccepted
Case10069,aaccepted
Case10069,afinalized
Case10069,oselected
Case10069,ocreated
Case10069,osent
Case10069,wcompleterenaanvraag
Case10069,wnabellenoffertes
Case10069,osentback
Case10069,wnabellenoffertes
Case10069,wvaliderenaanvraag
Case10069,wnabellenincompletedossiers
Case10069,wnabellenincompletedossiers
Case10069,oselected
Case10069,ocancelled
Case10069,ocreated
Case10069,osent
Case10069,wnabellenincompletedossiers
Case10069,wnabellenincompletedossiers
Case10069,osentback
Case10069,wnabellenincompletedossiers
Case10069,wvaliderenaanvraag
Case10069,wnabellenincompletedossiers
Case10069,wnabellenincompletedossiers
Case10069,oaccepted
Case10069,aactivated
Case10069,aapproved
Case10069,aregistered
Case10069,wvaliderenaanvraag
Case10069,END
Case1007,START
Case1007,asubmitted
Case1007,apartlysubmitted
Case1007,apreaccepted
Case1007,aaccepted
Case1007,oselected
Case1007,afinalized
Case1007,ocreated
Case1007,osent
Case1007,wcompleterenaanvraag
Case1007,wnabellenoffertes
Case1007,osentback
Case1007,wnabellenoffertes
Case1007,wvaliderenaanvraag
Case1007,wnabellenincompletedossiers
Case1007,wnabellenincompletedossiers
Case1007,aapproved
Case1007,oaccepted
Case1007,aregistered
Case1007,aactivated
Case1007,wvaliderenaanvraag
Case1007,END
Case10070,START
Case10070,asubmitted
Case10070,apartlysubmitted
Case10070,apreaccepted
Case10070,wafhandelenleads
Case10070,wcompleterenaanvraag
Case10070,wcompleterenaanvraag
Case10070,aaccepted
Case10070,oselected
Case10070,afinalized
Case10070,ocreated
Case10070,osent
Case10070,wcompleterenaanvraag
Case10070,wnabellenoffertes
Case10070,wnabellenoffertes
Case10070,ocancelled
Case10070,oselected
Case10070,ocreated
Case10070,osent
Case10070,wnabellenoffertes
Case10070,wnabellenoffertes
Case10070,osentback
Case10070,wnabellenoffertes
Case10070,adeclined
Case10070,odeclined
Case10070,wvaliderenaanvraag
Case10070,END
Case10071,START
Case10071,asubmitted
Case10071,apartlysubmitted
Case10071,apreaccepted
Case10071,wafhandelenleads
Case10071,wcompleterenaanvraag
Case10071,wcompleterenaanvraag
Case10071,aaccepted
Case10071,oselected
Case10071,afinalized
Case10071,ocreated
Case10071,osent
Case10071,wcompleterenaanvraag
Case10071,osentback
Case10071,wnabellenoffertes
Case10071,wvaliderenaanvraag
Case10071,wvaliderenaanvraag
Case10071,wnabellenincompletedossiers
Case10071,oselected
Case10071,ocancelled
Case10071,ocreated
Case10071,osent
Case10071,wnabellenincompletedossiers
Case10071,wnabellenincompletedossiers
Case10071,oaccepted
Case10071,aactivated
Case10071,aapproved
Case10071,aregistered
Case10071,wnabellenincompletedossiers
Case10071,END
Case10072,START
Case10072,asubmitted
Case10072,apartlysubmitted
Case10072,adeclined
Case10072,wafhandelenleads
Case10072,END
Case10073,START
Case10073,asubmitted
Case10073,apartlysubmitted
Case10073,adeclined
Case10073,END
Case10074,START
Case10074,asubmitted
Case10074,apartlysubmitted
Case10074,adeclined
Case10074,END
Case10075,START
